"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","[Sản phẩm] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-07","failed","2026-08-07","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","6184","Login should fail with bỏ trống tên đăng nhập","Desktop Chrome","2026-08-07","passed","2026-08-07","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"[PASS] Điểm SEO: 91/100 | Đạt: 20/22 tiêu chí | Ngưỡng: 70%

TỐT","61354","Kiểm tra SEO Onpage: Ánh Sáng Trần Quang (/)","Desktop Chrome","2026-08-07","passed","2026-08-07","SEO Page","seo/seo.spec.ts","",""
"","10412","Submit form should fail with tấn công XSS","Desktop Chrome","2026-08-07","failed","2026-08-07","Contract Feature Tests","web/contract.spec.ts","",""
"","9223","Submit form should fail with số điện thoại quá ngắn","Desktop Chrome","2026-08-07","passed","2026-08-07","Contract Feature Tests","web/contract.spec.ts","",""
"","5700","Login should fail with sai mật khẩu","Desktop Chrome","2026-08-07","passed","2026-08-07","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","26025","Add project should fail with không nhập tiêu đề","Desktop Chrome","2026-08-07","passed","2026-08-07","Project Management Tests","admin/project.spec.ts","",""
"","528069","Bulk insert 35 Service Category 1 manually and verify Load More on website","Desktop Chrome","2026-08-07","failed","2026-08-07","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
"","51625","Add project successfully and verify on website","Desktop Chrome","2026-08-07","passed","2026-08-07","Project Management Tests","admin/project.spec.ts","",""
"","3","[Giới thiệu] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-07","failed","2026-08-07","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","12124","Search form successfully finds product using dynamic keyword from homepage","Desktop Chrome","2026-08-07","passed","2026-08-07","Search Feature Tests","web/search.spec.ts","",""
"","9009","Submit form should fail with bỏ trống nội dung","Desktop Chrome","2026-08-07","passed","2026-08-07","Contract Feature Tests","web/contract.spec.ts","",""
"","165605","Bulk insert 35 news via Copy and verify Load More on website","Desktop Chrome","2026-08-07","passed","2026-08-07","News Management Tests","admin/news.spec.ts","",""
"","25428","Add product should fail with không nhập tiêu đề","Desktop Chrome","2026-08-07","passed","2026-08-07","Product Management Tests","admin/product.spec.ts","",""
"","8270","Login successfully with valid credentials","Desktop Chrome","2026-08-07","passed","2026-08-07","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","5824","Submit form should fail with sai định dạng email","Desktop Chrome","2026-08-07","passed","2026-08-07","Contract Feature Tests","web/contract.spec.ts","",""
"","6","[Chi tiết sản phẩm] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-07","failed","2026-08-07","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","25296","Add product should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-07","passed","2026-08-07","Product Management Tests","admin/product.spec.ts","",""
"","53571","[Giới thiệu] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-07","failed","2026-08-07","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","259903","Bulk insert 35 products via Copy and verify Load More on website","Desktop Chrome","2026-08-07","passed","2026-08-07","Product Management Tests","admin/product.spec.ts","",""
"","5418","Login should fail with tấn công SQL Injection","Desktop Chrome","2026-08-07","passed","2026-08-07","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"[PASS] Điểm SEO: 82/100 | Đạt: 18/22 tiêu chí | Ngưỡng: 70%

TỐT","59244","Kiểm tra SEO Onpage: Hệ thống âm thanh (/he-thong-am-thanh)","Desktop Chrome","2026-08-07","passed","2026-08-07","SEO Page","seo/seo.spec.ts","",""
"","13856","Search should handle từ khóa chỉ có 1 khoảng trắng","Desktop Chrome","2026-08-07","failed","2026-08-07","Search Feature Tests","web/search.spec.ts","",""
"","23685","Add project should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-07","passed","2026-08-07","Project Management Tests","admin/project.spec.ts","",""
"","11128","Submit form should fail with nhập toàn khoảng trắng","Desktop Chrome","2026-08-07","failed","2026-08-07","Contract Feature Tests","web/contract.spec.ts","",""
"","25684","Submit form successfully with valid data","Desktop Chrome","2026-08-07","passed","2026-08-07","Contract Feature Tests","web/contract.spec.ts","",""
"","269266","Bulk insert 35 projects via Copy and verify Load More on website","Desktop Chrome","2026-08-07","passed","2026-08-07","Project Management Tests","admin/project.spec.ts","",""
"","59007","Add product successfully and verify on website","Desktop Chrome","2026-08-07","passed","2026-08-07","Product Management Tests","admin/product.spec.ts","",""
"","14020","Search should handle từ khóa không tồn tại trên hệ thống","Desktop Chrome","2026-08-07","passed","2026-08-07","Search Feature Tests","web/search.spec.ts","",""
"","22505","Add news should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-07","passed","2026-08-07","News Management Tests","admin/news.spec.ts","",""
"","46967","Add technical document successfully and verify on website","Desktop Chrome","2026-08-07","passed","2026-08-07","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","5714","Submit form should fail with bỏ trống điện thoại","Desktop Chrome","2026-08-07","passed","2026-08-07","Contract Feature Tests","web/contract.spec.ts","",""
"","49249","Add Service Category 1 successfully and verify on website","Desktop Chrome","2026-08-07","passed","2026-08-07","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
"","23623","Add Service Category 1 should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-07","passed","2026-08-07","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
