"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6862","Login should fail with bỏ trống tên đăng nhập","Desktop Chrome","2026-08-06","passed","2026-08-06","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","6672","Submit form should fail with bỏ trống họ tên","Desktop Chrome","2026-08-06","passed","2026-08-06","Contract Feature Tests","web/contract.spec.ts","",""
"","238336","Bulk insert 35 products via Copy and verify Load More on website","Desktop Chrome","2026-08-06","failed","2026-08-06","Product Management Tests","admin/product.spec.ts","",""
"","11404","Search should handle từ khóa chứa toàn ký tự đặc biệt","Desktop Chrome","2026-08-06","failed","2026-08-06","Search Feature Tests","web/search.spec.ts","",""
"","24460","Add technical document should fail with không nhập tiêu đề","Desktop Chrome","2026-08-06","passed","2026-08-06","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","10660","Search should handle từ khóa không tồn tại trên hệ thống","Desktop Chrome","2026-08-06","passed","2026-08-06","Search Feature Tests","web/search.spec.ts","",""
"","4","[Giới thiệu] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-06","failed","2026-08-06","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","29333","[Giới thiệu] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-06","failed","2026-08-06","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"[PASS] Điểm SEO: 91/100 | Đạt: 20/22 tiêu chí | Ngưỡng: 70%

TỐT","76197","Kiểm tra SEO Onpage: Ánh Sáng Trần Quang (/)","Desktop Chrome","2026-08-06","passed","2026-08-06","SEO Page","seo/seo.spec.ts","",""
"","6332","Login should fail with sai mật khẩu","Desktop Chrome","2026-08-06","passed","2026-08-06","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","7238","Login should fail with tấn công SQL Injection","Desktop Chrome","2026-08-06","passed","2026-08-06","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","54171","Add technical document successfully and verify on website","Desktop Chrome","2026-08-06","passed","2026-08-06","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","24815","Add news should fail with không nhập tiêu đề","Desktop Chrome","2026-08-06","passed","2026-08-06","News Management Tests","admin/news.spec.ts","",""
"","23026","Add project should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-06","passed","2026-08-06","Project Management Tests","admin/project.spec.ts","",""
"","69586","Add news successfully and verify on website","Desktop Chrome","2026-08-06","failed","2026-08-06","News Management Tests","admin/news.spec.ts","",""
"","24385","Add Service Category 1 should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-06","passed","2026-08-06","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
"","8965","Login successfully with valid credentials","Desktop Chrome","2026-08-06","passed","2026-08-06","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","6663","Submit form should fail with bỏ trống email","Desktop Chrome","2026-08-06","passed","2026-08-06","Contract Feature Tests","web/contract.spec.ts","",""
"","6438","Submit form should fail with bỏ trống điện thoại","Desktop Chrome","2026-08-06","passed","2026-08-06","Contract Feature Tests","web/contract.spec.ts","",""
"","26340","[Sản phẩm] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-06","failed","2026-08-06","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","182604","Bulk insert 35 news via Copy and verify Load More on website","Desktop Chrome","2026-08-06","passed","2026-08-06","News Management Tests","admin/news.spec.ts","",""
"","24613","Add product should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-06","passed","2026-08-06","Product Management Tests","admin/product.spec.ts","",""
"","8721","Submit form should fail with tấn công XSS","Desktop Chrome","2026-08-06","failed","2026-08-06","Contract Feature Tests","web/contract.spec.ts","",""
"","9366","Search form successfully finds product using dynamic keyword from homepage","Desktop Chrome","2026-08-06","passed","2026-08-06","Search Feature Tests","web/search.spec.ts","",""
"","7610","Submit form should fail with số điện thoại quá ngắn","Desktop Chrome","2026-08-06","passed","2026-08-06","Contract Feature Tests","web/contract.spec.ts","",""
"","20798","Submit form successfully with valid data","Desktop Chrome","2026-08-06","passed","2026-08-06","Contract Feature Tests","web/contract.spec.ts","",""
"","6511","Login should fail with sai tên đăng nhập","Desktop Chrome","2026-08-06","passed","2026-08-06","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","37990","[Trang chủ] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-06","failed","2026-08-06","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","4","[Sản phẩm] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-06","failed","2026-08-06","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","228375","Bulk insert 35 projects via Copy and verify Load More on website","Desktop Chrome","2026-08-06","passed","2026-08-06","Project Management Tests","admin/project.spec.ts","",""
"","24830","Add news should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-06","passed","2026-08-06","News Management Tests","admin/news.spec.ts","",""
"","27111","Add technical document should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-06","passed","2026-08-06","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","222327","Bulk insert 35 technical documents via Copy and verify Load More on website","Desktop Chrome","2026-08-06","passed","2026-08-06","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","24971","Add product should fail with không nhập tiêu đề","Desktop Chrome","2026-08-06","passed","2026-08-06","Product Management Tests","admin/product.spec.ts","",""
"","7490","Submit form should fail with bỏ trống nội dung","Desktop Chrome","2026-08-06","passed","2026-08-06","Contract Feature Tests","web/contract.spec.ts","",""
