"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5716","Login should fail with sai mật khẩu","Desktop Chrome","2026-08-09","passed","2026-08-09","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","7726","Submit form should fail with tấn công XSS","Desktop Chrome","2026-08-09","failed","2026-08-09","Contract Feature Tests","web/contract.spec.ts","",""
"","26468","Add project should fail with không nhập tiêu đề","Desktop Chrome","2026-08-09","passed","2026-08-09","Project Management Tests","admin/project.spec.ts","",""
"","22469","Add Service Category 1 should fail with không nhập tiêu đề","Desktop Chrome","2026-08-09","passed","2026-08-09","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
"","3","[Giới thiệu] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-09","failed","2026-08-09","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","9240","Search should handle từ khóa chỉ có 1 khoảng trắng","Desktop Chrome","2026-08-09","passed","2026-08-09","Search Feature Tests","web/search.spec.ts","",""
"","22712","Add product should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-09","passed","2026-08-09","Product Management Tests","admin/product.spec.ts","",""
"","28078","Add technical document should fail with không nhập tiêu đề","Desktop Chrome","2026-08-09","passed","2026-08-09","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","6682","Submit form should fail with bỏ trống email","Desktop Chrome","2026-08-09","passed","2026-08-09","Contract Feature Tests","web/contract.spec.ts","",""
"","192982","Bulk insert 35 technical documents via Copy and verify Load More on website","Desktop Chrome","2026-08-09","passed","2026-08-09","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","6883","Submit form should fail with bỏ trống điện thoại","Desktop Chrome","2026-08-09","passed","2026-08-09","Contract Feature Tests","web/contract.spec.ts","",""
"","16691","Submit form successfully with valid data","Desktop Chrome","2026-08-09","failed","2026-08-09","Contract Feature Tests","web/contract.spec.ts","",""
"","51316","[Trang chủ] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-09","failed","2026-08-09","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","13575","Submit form should fail with nhập toàn khoảng trắng","Desktop Chrome","2026-08-09","failed","2026-08-09","Contract Feature Tests","web/contract.spec.ts","",""
"","28157","[Sản phẩm] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-09","failed","2026-08-09","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","6059","Login should fail with sai tên đăng nhập","Desktop Chrome","2026-08-09","passed","2026-08-09","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","4","[Trang chủ] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-09","failed","2026-08-09","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","42613","[Giới thiệu] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-09","failed","2026-08-09","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","3","[Chi tiết sản phẩm] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-09","failed","2026-08-09","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","60707","Add technical document successfully and verify on website","Desktop Chrome","2026-08-09","passed","2026-08-09","Technical Document Management Tests","admin/techDoc.spec.ts","",""
"","6749","Submit form should fail with số điện thoại quá ngắn","Desktop Chrome","2026-08-09","passed","2026-08-09","Contract Feature Tests","web/contract.spec.ts","",""
"","25837","Search should handle từ khóa chứa toàn ký tự đặc biệt","Desktop Chrome","2026-08-09","failed","2026-08-09","Search Feature Tests","web/search.spec.ts","",""
